source,destination,holding_time
7,4,48
7,4,2
0,3,6
7,4,2
7,4,8
0,4,7
0,4,2
7,4,5
7,4,5
0,4,2
7,4,3
7,4,2
0,3,20
0,4,2
7,4,6
0,3,13
7,4,2
0,4,4
7,4,2
7,3,6
0,3,2
7,3,6
7,3,2
0,4,3
0,3,22
7,4,2
7,4,7
0,3,11
7,4,2
0,3,2
7,4,9
0,4,19
7,3,9
7,3,2
0,3,2
0,4,5
0,4,2
7,3,3
7,4,8
0,3,2
7,3,2
0,3,2
7,3,3
0,3,2
0,3,4
0,3,2
7,4,5
0,4,6
0,3,17
0,4,47
0,3,7
0,3,12
7,3,2
7,3,2
0,3,2
0,4,2
7,4,4
7,4,4
7,4,2
0,3,2
7,3,2
7,4,13
7,3,2
0,3,3
0,4,18
7,3,16
7,3,2
0,4,4
0,4,11
0,4,4
0,3,2
7,4,2
7,4,9
7,3,2
7,3,11
7,3,2
0,3,5
0,4,23
7,4,22
0,3,7
0,3,8
7,4,2
7,4,6
0,3,8
0,3,2
0,4,2
0,4,8
0,4,3
7,4,5
0,3,4
7,3,10
0,4,9
0,3,2
0,4,5
7,3,2
0,3,2
7,4,2
7,4,3
7,3,2
0,4,1
