source,destination,holding_time
0,3,12
7,4,5
7,3,55
7,3,3
7,4,19
7,3,33
7,3,7
0,4,3
7,3,56
7,4,57
7,4,9
0,3,43
7,4,71
7,4,22
0,4,44
7,4,18
7,3,43
0,4,59
7,4,18
7,4,19
7,4,61
7,3,64
0,3,22
0,4,2
7,3,14
7,4,7
7,4,70
0,4,2
0,3,54
0,3,2
0,3,31
0,4,7
7,4,17
0,3,35
0,4,60
0,4,22
7,4,6
7,4,59
7,4,62
0,3,10
0,4,34
7,3,12
0,4,12
7,4,40
0,4,2
0,3,3
0,4,54
7,3,5
0,3,2
7,3,46
7,4,30
0,4,16
0,3,48
7,3,6
0,3,8
7,4,24
7,4,3
0,3,16
0,4,9
7,4,41
7,3,40
0,3,7
0,4,10
7,3,4
7,3,25
0,4,24
7,3,8
7,3,16
7,4,15
0,3,5
0,4,30
7,4,29
0,3,5
7,4,2
0,4,14
7,4,14
0,4,24
0,3,4
0,3,22
0,4,11
7,3,20
0,3,2
7,4,13
0,3,17
0,4,7
0,4,15
0,4,14
7,3,13
0,3,11
0,3,4
7,3,10
0,3,9
0,3,4
7,4,7
0,3,6
7,3,5
7,3,3
0,3,3
0,3,2
0,4,1
