source,destination,holding_time
7,4,2
7,4,19
0,4,79
0,3,25
0,3,53
7,3,6
7,4,14
0,3,2
0,4,43
0,4,15
7,4,27
7,3,20
7,4,5
0,3,7
0,4,22
7,4,14
7,3,9
7,4,3
0,3,2
0,4,3
7,3,2
7,3,6
7,3,46
0,4,58
0,3,34
7,3,2
7,4,7
7,3,3
0,3,55
7,4,62
7,4,2
0,3,3
7,4,32
7,4,24
0,4,3
0,4,43
7,4,6
7,4,29
0,3,3
0,4,19
0,3,12
0,4,51
7,4,11
0,3,57
0,4,52
0,4,55
0,3,17
0,4,53
7,4,5
0,3,13
7,3,3
7,4,8
0,4,7
7,3,5
7,3,27
7,3,19
7,4,2
0,3,2
7,4,22
7,4,9
7,4,16
0,4,24
7,3,38
0,3,10
0,4,35
7,3,4
7,3,6
7,3,33
7,4,6
0,3,2
0,3,2
0,3,29
0,4,2
7,4,27
7,4,17
7,4,2
7,3,2
7,4,4
0,3,22
7,4,21
0,4,2
0,4,3
7,4,8
7,3,17
7,3,16
7,3,15
0,3,14
0,4,12
7,4,2
7,4,4
7,3,10
0,3,2
0,3,3
7,3,2
7,4,6
7,4,5
0,3,4
7,3,3
7,3,2
0,3,1
