source,destination,holding_time
0,3,4
7,4,5
7,3,4
7,3,2
7,3,3
0,3,3
7,3,2
0,4,3
7,4,9
0,4,2
7,3,4
0,3,2
0,4,2
0,3,5
7,4,2
7,3,3
0,3,9
0,4,2
7,3,2
0,3,12
7,4,50
0,3,3
0,4,4
7,3,2
0,3,15
7,3,7
7,3,38
7,3,8
7,4,3
7,4,2
7,4,42
0,3,6
0,3,2
0,4,3
7,3,3
7,4,3
7,4,5
0,4,2
0,4,34
7,4,8
0,3,2
0,4,2
7,3,5
0,4,3
7,4,3
0,4,3
7,4,30
7,4,7
7,4,2
7,4,3
7,3,2
7,3,2
7,3,2
7,3,28
0,3,2
7,4,4
7,4,21
0,4,7
0,4,2
7,4,3
0,3,2
7,3,39
7,4,4
0,3,2
0,4,2
7,4,2
0,4,7
0,4,3
0,3,2
0,3,2
0,4,2
7,4,6
0,3,6
7,4,6
7,3,3
7,4,25
0,3,8
0,4,2
0,3,2
7,4,2
7,3,2
0,4,2
0,3,2
0,4,4
7,3,2
7,3,2
7,4,5
7,3,3
7,3,7
0,3,4
7,4,2
7,3,3
7,3,4
7,4,7
7,4,6
0,4,2
0,4,2
0,3,2
0,4,2
7,3,1
