source,destination,holding_time
7,3,2
0,4,8
0,4,2
7,4,35
0,4,38
7,4,2
7,3,65
0,3,42
7,4,81
7,3,12
7,4,68
0,3,49
0,4,66
0,3,2
0,3,2
7,3,69
7,4,4
7,4,16
0,4,4
7,4,5
7,3,46
7,4,13
0,4,61
0,4,77
7,4,14
0,3,17
7,3,26
7,4,50
0,3,7
0,3,2
7,3,70
7,3,3
0,3,10
0,3,22
0,4,66
0,4,65
0,4,21
0,3,52
0,3,10
0,4,61
7,3,15
0,3,2
0,4,16
0,3,3
7,4,6
7,3,37
0,3,3
0,4,16
7,4,20
7,4,51
0,4,50
0,4,4
7,3,6
7,4,34
7,4,23
0,3,45
0,3,27
7,4,7
0,3,42
0,3,4
0,3,4
0,4,39
0,3,38
7,3,3
7,3,23
7,4,35
0,4,2
0,3,2
0,4,32
7,4,4
0,3,11
0,4,22
0,4,12
7,3,27
0,3,3
7,3,3
7,4,16
0,3,23
7,3,22
7,3,10
0,4,20
0,4,6
0,3,2
7,3,10
7,4,16
0,4,15
0,4,14
0,3,13
7,3,12
0,4,6
0,4,10
0,3,9
7,3,4
7,4,7
7,3,6
7,4,5
0,4,4
7,3,3
0,3,2
7,3,1
