source,destination,holding_time
0,3,80
7,4,16
7,4,25
7,3,2
7,3,10
0,4,2
7,4,43
7,4,13
7,3,11
0,3,47
0,3,17
0,3,13
0,4,30
7,4,7
0,4,42
7,3,47
7,3,9
0,4,7
7,3,3
7,4,64
7,3,2
0,3,69
0,3,3
7,3,61
0,4,5
7,3,75
7,4,2
7,4,13
7,3,5
7,3,2
0,4,36
7,4,5
7,3,2
0,3,3
7,4,6
0,3,22
0,4,15
7,3,42
7,4,62
7,4,3
0,3,57
0,4,31
0,3,9
7,4,2
0,4,4
0,4,2
0,4,5
7,3,3
0,4,15
7,3,8
0,4,4
7,3,49
7,3,35
0,3,21
7,3,3
0,4,2
0,4,44
7,3,10
7,4,4
0,3,2
7,4,5
7,3,25
7,3,31
0,4,10
0,4,2
7,4,35
0,3,34
7,3,4
7,3,3
0,3,8
7,3,2
7,3,15
7,4,28
0,4,5
7,3,2
7,3,4
7,4,24
7,4,23
0,3,2
0,4,2
0,3,20
7,3,7
7,4,18
7,4,17
7,4,3
7,4,15
7,3,6
0,4,4
0,4,5
0,3,11
0,4,10
7,3,9
0,4,5
7,3,7
7,3,2
0,3,3
7,4,4
7,3,3
7,3,2
7,3,1
