source,destination,holding_time
7,4,2
7,4,69
0,4,36
0,3,52
7,3,72
0,4,15
0,4,2
7,3,4
7,3,53
0,4,68
0,3,2
0,4,9
0,4,11
7,4,81
0,3,65
0,3,27
7,3,3
7,3,76
0,4,66
7,4,2
0,4,16
0,4,35
7,3,2
7,4,77
7,3,76
7,4,10
0,4,22
7,4,69
0,3,9
0,3,16
7,3,4
0,4,9
7,3,20
7,4,4
7,3,66
0,4,65
7,4,2
0,3,8
0,3,30
0,3,18
7,3,16
0,4,2
7,3,26
0,3,2
0,4,2
0,3,2
0,4,37
7,4,2
0,4,5
0,4,18
7,3,25
7,4,22
7,4,48
7,3,4
0,3,46
0,3,2
0,3,4
0,3,43
0,3,41
7,4,2
0,4,7
7,4,13
7,4,28
0,3,7
0,4,2
7,3,2
7,4,34
7,3,4
7,3,20
7,4,31
0,3,9
0,3,11
0,4,4
7,3,2
0,3,25
7,3,5
0,3,24
0,3,2
0,3,18
0,3,5
0,4,2
0,4,4
0,3,7
7,4,3
0,3,2
0,3,15
7,4,2
0,3,3
7,3,12
0,3,11
0,3,10
0,4,3
0,4,2
0,4,7
7,3,6
7,4,2
0,3,3
0,4,3
0,3,2
7,3,1
