source,destination,holding_time
7,3,55
7,4,2
7,4,2
0,4,91
7,3,15
7,3,52
0,3,6
0,3,2
0,4,27
7,4,37
7,4,3
7,4,3
7,4,2
7,4,27
7,3,33
0,3,16
0,3,5
7,3,6
0,4,3
7,4,2
0,3,2
0,4,2
7,4,2
0,3,14
0,4,22
7,4,2
0,3,2
7,3,19
0,3,11
7,3,28
0,3,2
0,4,2
7,3,3
7,3,5
0,4,34
7,3,7
0,4,5
7,4,19
7,4,10
7,3,5
0,4,2
0,3,59
7,4,58
7,3,4
7,4,3
0,3,2
0,3,5
7,4,27
7,4,52
7,4,24
7,4,7
0,4,3
7,3,25
7,3,2
7,4,4
7,3,20
0,3,28
0,3,7
7,4,4
0,3,3
0,4,40
0,3,3
0,4,38
0,4,3
0,4,15
0,4,35
0,3,26
7,4,11
0,3,3
0,4,31
7,3,19
0,3,2
7,4,3
7,4,27
7,3,2
7,3,25
7,3,5
0,4,23
7,3,4
0,4,2
0,3,2
0,4,19
0,4,18
7,4,2
7,3,8
7,4,8
0,4,14
7,4,13
7,4,4
7,3,7
7,3,10
7,4,9
7,3,3
7,3,2
0,4,3
7,4,5
0,4,4
0,3,3
7,4,2
7,4,1
