source,destination,holding_time
0,3,3
0,3,5
0,3,62
7,4,13
0,4,4
0,4,4
0,3,58
0,4,42
0,4,11
7,3,12
7,3,2
7,3,2
7,4,37
0,3,19
0,4,3
0,4,85
7,4,68
7,3,2
0,3,30
0,3,21
7,3,22
0,4,23
7,4,78
7,3,5
7,3,56
7,4,11
0,3,7
0,4,42
7,3,2
7,4,71
0,3,70
7,4,2
0,3,68
7,3,54
7,4,66
0,3,28
0,3,41
0,3,55
7,4,50
7,4,26
7,4,12
0,3,16
7,4,45
7,4,22
0,3,10
7,3,15
7,4,6
0,3,13
0,3,13
0,4,32
7,4,35
0,3,2
0,3,2
7,4,2
0,4,4
0,3,9
0,3,44
0,3,2
0,3,42
0,4,33
0,4,7
7,3,39
0,4,23
0,4,5
7,3,36
7,3,35
0,4,26
7,3,33
7,3,32
0,4,10
0,4,30
7,3,3
7,4,28
0,4,27
7,3,26
7,4,5
0,3,2
0,4,21
7,3,22
0,4,3
0,4,20
0,4,2
7,3,18
0,4,17
7,3,16
7,3,15
0,4,14
0,4,13
7,3,4
7,3,11
7,3,10
7,4,3
0,3,8
7,4,7
0,4,3
7,4,5
7,4,2
0,3,3
7,4,2
0,4,1
