source,destination,holding_time
7,4,12
0,4,3
7,3,2
0,4,15
7,4,3
7,4,32
0,4,2
0,3,2
0,3,2
0,4,8
0,3,3
7,4,2
7,4,3
7,3,2
7,4,2
7,3,4
0,3,5
0,4,3
0,4,2
7,3,77
0,4,5
0,3,2
7,3,8
7,4,3
0,4,28
0,3,6
0,4,2
7,3,10
0,4,4
0,3,3
0,4,6
7,3,2
0,4,12
7,3,4
7,3,2
0,4,2
0,3,20
7,3,12
0,3,3
0,3,2
7,3,6
7,3,13
7,4,3
0,4,2
7,3,30
0,3,2
7,3,26
7,4,5
0,4,2
0,4,2
0,4,6
7,4,5
7,3,2
7,3,2
7,4,2
0,4,3
0,3,2
7,3,11
7,4,2
0,4,41
7,3,2
0,4,17
0,4,8
7,4,2
7,3,32
0,3,2
0,4,2
0,3,2
0,4,3
7,3,3
7,4,2
0,4,8
0,3,2
7,4,2
7,4,26
0,4,3
7,4,2
0,3,7
7,4,6
0,3,7
7,3,19
0,4,3
7,3,6
7,4,3
7,4,3
0,4,2
0,4,2
7,3,2
7,3,2
7,4,6
0,4,2
7,4,2
7,3,2
0,4,7
7,3,6
0,4,5
7,3,2
0,4,3
0,3,2
7,4,1
