source,destination,holding_time
0,3,11
7,4,21
0,4,18
7,3,3
0,3,51
7,4,57
7,4,11
7,4,2
7,3,16
0,3,29
7,4,71
7,3,15
7,3,2
0,4,68
7,3,2
7,3,44
7,3,50
0,3,22
7,3,2
0,4,14
0,3,58
7,4,29
0,3,60
7,4,4
7,3,24
0,3,75
7,4,3
0,3,25
0,4,2
0,3,65
0,3,49
0,3,19
7,3,40
7,4,67
7,4,41
0,3,3
7,4,21
0,3,6
0,3,14
0,4,14
0,3,60
7,3,8
7,4,58
0,3,2
0,4,56
7,4,8
0,4,18
7,4,5
7,3,52
7,3,2
0,4,50
7,3,49
0,4,15
0,4,47
0,4,46
0,3,41
7,3,25
0,3,24
0,3,11
0,4,2
0,4,2
7,4,39
0,3,4
7,3,37
7,3,36
0,3,35
7,4,34
0,4,9
7,4,32
7,4,3
7,4,13
7,3,29
0,3,28
7,3,2
7,3,26
0,3,10
7,3,6
7,4,23
0,3,22
0,3,21
7,4,20
0,4,3
0,3,5
0,4,2
0,3,15
7,4,15
0,4,14
7,3,13
0,3,8
7,3,11
7,4,10
7,3,3
0,4,8
0,4,7
7,3,6
7,3,5
7,3,4
7,4,3
0,3,2
7,4,1
