source,destination,holding_time
7,4,7
7,4,2
0,4,2
0,4,2
0,4,7
7,4,10
0,3,2
7,3,8
7,4,31
0,3,2
0,4,5
7,3,45
0,3,5
7,4,15
0,4,6
0,4,3
0,3,27
7,3,3
0,4,3
7,3,5
0,3,2
0,3,10
7,3,3
0,3,3
0,3,61
0,3,7
7,4,24
0,4,3
7,3,2
0,3,2
7,4,2
0,4,10
7,4,3
0,4,20
0,3,12
0,4,17
0,4,8
0,4,23
7,4,3
0,3,44
0,3,21
0,3,2
7,4,5
0,3,41
0,3,19
7,3,15
7,4,3
7,3,2
0,3,43
7,4,41
0,4,6
0,4,2
0,3,4
0,3,2
0,3,3
0,3,7
0,3,2
7,4,3
7,3,2
7,3,5
7,3,6
0,3,14
0,4,3
0,4,2
7,4,4
7,3,8
0,4,4
0,4,19
0,4,2
0,4,3
0,4,5
7,3,22
7,3,3
7,4,2
0,4,2
0,3,14
7,3,2
0,4,2
7,4,22
0,4,2
7,3,2
7,4,19
0,4,2
0,4,2
0,3,4
0,3,2
7,3,5
7,4,2
0,3,2
0,4,3
0,3,9
0,4,8
7,3,2
0,3,2
7,4,2
7,3,3
0,4,2
7,3,2
7,4,2
0,4,1
