source,destination,holding_time
0,4,46
7,4,3
0,4,2
0,3,2
7,4,37
7,3,8
0,3,52
7,3,2
7,4,10
0,3,5
0,3,19
7,3,3
0,4,19
0,4,34
0,3,17
0,4,15
7,3,72
7,4,47
0,4,3
7,4,4
7,3,46
7,3,13
7,4,36
7,3,77
0,4,37
7,4,3
0,3,2
0,3,2
7,3,13
7,4,6
7,4,70
7,4,53
0,3,2
0,3,67
7,3,4
0,4,23
0,3,54
7,4,8
0,3,10
7,3,2
7,4,2
0,4,3
7,3,18
0,3,26
0,4,16
0,3,12
7,3,54
0,4,29
7,3,2
7,3,2
7,4,2
0,3,49
7,3,2
0,3,5
0,3,46
0,3,6
7,4,2
7,3,9
0,4,2
7,3,35
0,3,4
7,3,4
7,3,3
0,3,11
7,3,2
7,4,12
7,4,4
7,4,2
7,4,32
0,4,5
7,3,4
7,4,2
0,3,4
7,3,22
7,4,26
0,3,2
7,3,2
0,4,23
7,3,17
7,3,21
0,3,7
7,3,2
7,3,2
0,3,2
7,4,3
0,3,3
7,3,2
0,4,2
7,4,2
7,4,9
0,3,10
0,4,9
7,3,8
7,4,7
7,3,6
7,3,5
7,4,3
7,3,3
0,4,2
7,3,1
