source,destination,holding_time
7,4,13
7,3,5
0,3,6
7,3,50
7,4,35
0,3,5
0,3,2
7,4,2
0,4,3
7,3,2
0,4,51
0,3,2
0,3,64
7,4,25
0,4,4
0,4,5
7,4,2
0,4,2
0,4,26
7,3,35
7,4,27
0,4,2
0,3,78
7,4,4
7,4,2
7,3,75
0,4,4
0,4,16
0,4,50
7,3,7
0,4,10
7,3,40
0,3,9
0,3,2
0,3,3
0,3,2
0,3,5
7,3,37
7,4,2
0,3,4
0,3,5
0,3,3
7,4,4
7,3,28
0,3,7
0,3,2
7,3,31
7,3,5
7,3,2
0,4,51
7,4,18
7,4,5
0,4,2
0,3,4
7,3,46
0,3,3
0,3,3
7,4,24
7,4,3
0,3,41
7,4,18
0,3,39
0,3,2
7,3,37
0,3,4
0,3,2
0,4,34
7,3,7
0,3,6
7,4,2
0,3,3
0,4,8
0,4,12
0,4,3
0,4,4
7,3,25
7,3,2
0,4,23
0,4,3
7,4,21
7,4,4
7,4,19
7,3,2
7,3,2
7,3,2
7,4,5
7,3,14
7,4,11
7,4,8
0,3,11
7,3,10
7,4,2
7,4,8
0,3,7
0,4,6
0,3,5
7,4,4
7,3,3
0,4,2
0,3,1
