source,destination,holding_time
7,4,82
0,3,30
7,4,54
0,4,11
7,4,2
7,4,46
7,3,3
7,4,34
7,4,5
0,4,4
0,3,19
7,4,3
0,4,2
0,4,3
0,4,2
7,3,7
0,3,21
7,3,4
0,4,8
7,4,2
7,3,3
0,4,5
0,4,2
0,3,9
7,4,16
0,3,21
7,3,35
7,3,3
7,3,8
0,4,71
7,4,14
7,3,3
0,4,19
0,3,67
0,3,4
0,4,4
0,4,36
7,4,4
7,3,27
7,3,36
7,3,2
0,3,3
7,3,3
7,4,7
0,4,5
0,4,5
0,3,9
0,4,17
7,4,13
7,4,49
7,4,50
7,4,13
7,3,2
7,4,7
0,4,46
7,3,45
0,4,29
0,4,3
0,3,42
7,3,4
7,3,16
0,3,2
7,4,38
7,3,6
0,4,2
0,3,21
7,4,21
0,3,10
7,3,26
0,3,14
0,3,30
7,4,3
7,3,11
0,4,11
0,4,15
0,3,17
0,4,7
0,4,2
7,3,9
0,3,21
7,4,9
7,3,2
0,4,18
0,3,17
7,4,11
0,3,15
0,3,4
7,3,3
0,4,12
7,4,11
7,3,7
0,3,2
7,4,7
0,3,7
0,3,6
0,4,3
7,3,4
7,3,3
7,4,2
0,3,1
