source,destination,holding_time
7,4,8
0,4,2
7,3,13
7,4,2
0,3,3
7,4,2
0,4,4
7,3,52
7,4,2
0,4,13
7,4,3
0,3,2
7,4,2
7,4,2
0,3,6
7,4,2
0,4,5
7,3,74
7,4,18
7,4,2
0,4,39
0,3,4
0,3,6
0,3,3
7,4,26
7,4,2
0,3,3
0,4,2
0,4,2
7,4,9
7,4,45
7,3,9
0,3,68
7,4,53
0,3,66
7,4,8
7,3,2
7,3,4
7,3,13
7,4,2
7,3,2
0,3,13
7,3,4
7,3,3
7,3,2
0,4,18
7,4,5
7,3,7
7,3,8
0,3,2
7,3,2
7,3,8
7,3,48
7,4,2
0,3,2
7,3,5
7,4,2
7,4,3
7,4,2
0,4,13
0,3,6
7,3,2
0,4,2
0,3,2
7,3,2
0,3,2
7,3,3
7,4,4
7,3,2
7,3,3
7,4,5
0,4,2
0,3,2
0,4,5
0,4,3
0,3,2
7,4,4
7,4,3
7,3,4
0,3,6
7,3,2
0,4,5
7,3,2
0,3,16
7,3,8
7,3,2
0,4,3
0,4,2
7,3,2
0,3,4
0,4,2
0,4,3
7,3,2
7,3,4
7,3,6
0,4,2
0,4,4
0,3,3
0,4,2
0,3,1
