source,destination,holding_time
0,3,77
0,3,36
7,3,84
7,4,2
7,3,32
7,4,3
7,4,84
0,3,59
7,3,74
7,4,25
0,3,10
7,4,3
0,4,28
0,4,8
7,3,33
0,4,84
0,3,7
0,4,14
7,3,13
7,4,2
7,3,2
0,3,6
7,4,2
0,3,42
7,4,3
0,3,29
0,3,11
0,4,5
0,4,6
0,3,39
0,3,70
7,4,7
7,3,15
7,4,4
7,4,53
0,4,7
7,4,49
0,3,63
7,4,11
0,4,2
0,3,9
7,4,3
0,3,13
7,4,3
7,3,56
7,4,6
0,4,32
7,4,32
0,4,52
0,4,12
7,3,5
0,4,49
7,3,12
7,4,38
0,3,14
7,3,3
7,3,19
7,4,2
0,4,4
0,3,6
7,3,40
0,3,23
0,3,38
7,4,20
0,4,26
7,4,2
0,3,8
7,4,2
7,3,9
7,4,3
0,4,30
7,4,29
7,4,10
0,3,3
7,3,23
7,3,10
7,4,8
7,4,11
7,3,22
0,3,5
7,3,11
0,4,19
0,4,3
0,3,17
0,3,16
0,4,15
0,3,4
7,3,13
0,4,12
0,3,11
0,3,5
7,4,9
7,4,8
7,3,5
0,3,3
0,4,5
0,3,4
7,4,3
7,4,2
0,3,1
