source,destination,holding_time
7,3,2
0,4,11
7,3,2
7,4,17
7,4,2
7,3,4
7,4,4
7,4,2
0,3,4
7,3,6
0,3,49
7,3,3
7,4,2
0,3,12
7,3,6
0,4,5
7,4,4
0,4,2
7,4,2
7,3,2
0,3,6
0,3,9
7,4,3
0,3,2
7,4,2
0,3,16
7,3,4
0,3,20
7,3,9
0,3,2
7,3,2
0,3,3
7,4,7
0,4,3
0,3,2
7,3,2
7,4,2
0,3,12
0,3,2
7,3,9
0,3,3
0,3,2
0,4,3
7,4,2
0,4,26
7,4,2
7,3,2
0,3,13
7,3,52
7,3,3
0,4,2
7,3,7
0,4,18
7,3,2
0,3,2
0,3,7
0,3,5
0,4,3
0,4,2
0,3,5
0,3,2
0,4,6
0,4,2
7,3,2
0,3,10
0,4,6
0,4,2
0,4,2
0,3,2
7,3,5
0,3,2
0,3,6
7,4,6
7,3,3
7,4,16
7,3,25
7,3,4
7,3,2
0,4,7
0,4,11
0,3,2
7,4,4
7,4,2
0,3,2
7,3,16
7,3,3
0,4,2
7,3,13
0,4,3
7,4,2
0,3,2
7,3,5
7,4,2
0,3,7
0,3,2
7,3,3
0,4,2
7,4,3
7,4,2
0,3,1
