source,destination,holding_time
0,3,74
0,3,4
0,4,13
0,3,2
0,3,7
7,4,80
0,3,89
0,4,53
0,4,25
0,3,22
7,3,9
7,3,2
7,3,19
0,3,48
7,4,70
7,3,4
0,3,2
0,4,29
0,4,4
7,3,56
0,3,14
7,4,3
0,4,17
7,3,7
7,4,3
7,4,27
7,3,37
7,3,69
0,3,66
7,3,5
7,4,66
0,3,2
7,3,45
7,4,14
0,3,66
0,3,2
0,4,64
0,4,2
7,3,62
0,4,6
7,3,6
7,4,3
7,3,46
7,3,4
0,3,5
0,4,55
0,4,13
7,3,22
0,3,52
0,3,16
0,3,20
7,3,4
0,3,25
7,4,6
0,4,9
0,3,35
0,4,4
0,3,43
7,3,17
0,3,41
0,4,2
7,4,2
0,3,38
7,3,37
0,3,5
7,4,28
0,4,34
7,3,33
0,4,32
7,3,29
0,4,2
7,4,29
7,3,2
0,4,27
0,3,26
7,3,12
7,4,24
7,3,11
0,4,14
0,4,21
0,4,20
7,3,19
7,4,2
0,4,17
7,4,2
7,4,15
7,3,2
0,3,13
0,3,12
7,4,11
0,4,4
0,4,9
0,4,8
0,4,7
7,4,6
0,3,4
0,4,4
0,4,3
7,3,2
0,4,1
