source,destination,holding_time
7,3,2
0,3,34
7,3,62
7,3,33
7,4,6
0,4,2
0,3,5
0,3,8
7,3,4
0,4,6
0,4,17
7,4,2
0,4,20
0,4,15
7,3,18
7,4,79
0,3,52
0,3,8
0,3,3
0,4,21
0,4,52
7,3,18
7,4,21
0,4,68
0,3,8
0,4,2
0,4,38
7,3,73
0,3,10
0,3,4
7,4,3
7,4,4
0,4,7
7,4,67
0,4,3
7,3,46
0,4,60
0,3,4
0,4,6
7,3,5
7,3,3
7,4,8
7,4,2
7,4,7
0,3,11
7,3,55
0,3,54
0,3,13
7,3,10
7,4,34
7,4,28
7,4,7
0,3,18
7,4,47
0,3,2
7,3,45
0,4,27
0,4,43
0,4,13
7,4,39
0,4,3
0,3,4
7,3,38
0,4,37
7,4,5
0,4,2
7,3,15
0,4,33
0,3,32
0,4,22
7,3,2
0,3,29
0,3,4
0,3,27
7,3,26
7,4,25
7,3,7
0,3,16
7,4,22
7,3,21
7,3,20
0,3,2
0,3,5
7,4,2
0,4,6
0,4,15
7,4,14
0,3,13
0,4,2
7,4,7
0,3,10
0,3,9
0,4,8
0,4,7
0,3,6
0,3,3
0,4,4
0,3,3
0,4,2
0,4,1
