source,destination,holding_time
0,3,2
7,3,42
0,3,2
0,4,3
0,3,9
0,4,6
0,4,59
7,3,2
0,4,2
0,4,6
7,4,14
7,3,2
7,4,3
7,3,70
7,3,15
0,4,7
7,3,2
0,3,4
0,4,3
7,3,3
0,3,80
0,3,7
7,3,56
0,4,6
0,4,40
0,4,6
0,4,10
0,4,21
0,4,72
0,3,10
7,4,3
7,3,17
0,4,68
7,3,30
7,3,24
0,4,3
0,3,2
7,4,31
7,3,21
0,3,37
7,3,2
7,4,49
0,3,7
7,3,38
0,4,12
7,3,5
0,4,10
0,4,5
7,3,6
0,4,5
7,3,11
7,3,11
7,3,6
7,3,26
7,4,2
7,3,5
0,3,16
0,4,4
0,3,3
0,3,3
7,3,2
0,3,2
0,4,2
0,4,6
7,4,2
0,3,35
7,3,34
7,4,33
0,4,15
0,4,11
7,3,2
7,4,15
7,3,20
7,3,27
0,4,2
7,3,25
7,4,4
0,3,8
7,3,6
0,3,2
0,4,8
7,4,4
0,3,8
7,4,17
0,3,8
7,4,15
7,4,14
7,3,2
0,4,2
0,4,5
7,3,10
0,3,9
7,4,2
7,4,5
0,3,6
0,4,2
0,3,4
0,3,2
0,4,2
0,3,1
