source,destination,holding_time
0,3,2
0,3,3
7,3,21
7,3,3
7,3,2
0,3,7
7,3,3
0,3,2
0,4,2
0,3,4
0,4,5
0,4,2
0,4,2
7,3,9
0,4,4
7,4,2
7,3,2
0,3,3
0,3,4
0,3,2
0,4,2
0,4,2
0,4,32
0,3,3
0,3,3
7,3,4
0,3,18
0,4,2
7,3,72
7,4,29
0,4,2
0,4,2
0,4,3
7,4,24
0,3,2
0,4,17
7,3,2
0,3,10
0,3,10
7,3,14
7,3,3
0,3,2
7,4,7
0,3,4
7,3,2
0,3,2
7,4,54
0,3,2
7,3,2
7,4,6
7,4,11
0,3,3
0,3,2
0,3,2
0,4,3
7,4,5
0,3,44
7,4,2
0,3,5
0,4,11
0,3,3
7,4,2
0,4,31
7,3,3
7,3,7
0,4,2
7,3,34
0,4,2
0,4,2
0,4,4
7,3,9
0,3,5
7,4,28
7,4,2
7,4,12
7,3,2
7,3,5
7,4,2
0,3,2
7,3,2
0,4,10
7,4,4
0,4,2
0,4,3
7,3,3
7,4,3
7,3,2
7,4,3
7,4,9
7,3,2
0,3,2
0,4,6
0,4,8
0,4,7
7,3,6
7,4,5
7,3,2
7,3,2
0,3,2
0,3,1
