source,destination,holding_time
7,3,93
7,4,2
0,4,2
7,4,18
0,4,3
7,3,29
7,4,7
7,3,2
7,4,25
0,4,54
7,4,4
0,3,2
0,3,2
7,4,4
0,4,2
0,4,7
7,3,21
7,3,38
7,3,2
0,3,32
0,4,19
0,3,44
7,4,72
0,3,16
7,3,3
7,3,49
0,3,34
0,3,2
0,3,52
7,3,13
0,4,39
0,3,11
0,4,3
0,3,2
7,3,2
7,3,30
0,4,3
7,4,2
0,4,2
7,4,37
0,3,7
0,3,13
7,4,37
0,3,6
7,3,13
0,3,12
7,3,32
0,3,2
7,4,52
7,4,17
7,3,16
0,3,49
7,3,2
0,3,6
0,4,5
0,4,4
7,3,43
0,4,2
0,4,2
7,4,17
0,4,10
7,3,6
0,3,3
7,4,7
0,4,2
0,4,35
7,3,6
0,4,30
7,4,5
0,3,30
7,4,2
0,3,5
0,4,11
0,3,17
0,4,25
0,3,10
7,4,24
0,4,2
0,3,22
0,4,6
0,4,20
7,3,19
7,3,14
0,4,4
7,3,16
7,3,12
7,4,14
0,4,13
7,4,12
7,3,6
0,4,2
0,3,9
7,3,4
7,3,7
7,3,6
7,4,5
0,4,4
0,4,3
0,4,2
7,3,1
