source,destination,holding_time
0,4,4
7,3,2
7,3,2
0,3,2
0,4,2
7,4,14
0,4,2
0,4,9
7,3,5
7,3,2
7,3,3
7,3,7
7,3,2
7,3,40
7,3,21
0,4,3
7,4,3
0,4,2
7,4,2
0,3,2
7,4,2
0,3,2
0,4,3
7,4,15
7,4,3
7,3,2
0,4,15
0,3,3
7,4,2
7,3,2
7,3,2
7,4,69
7,4,2
0,3,13
7,4,14
7,4,3
7,3,55
7,3,11
7,3,2
0,4,2
0,4,3
7,4,48
0,3,2
0,3,2
0,3,3
7,3,12
7,4,3
7,4,2
0,4,2
7,4,3
0,3,50
0,3,14
0,4,4
0,3,4
0,4,2
0,4,4
7,3,3
0,3,2
0,4,4
7,4,6
0,4,2
7,4,14
0,4,7
7,3,2
7,3,3
7,4,35
7,4,3
7,3,4
0,4,6
0,3,7
0,4,15
7,3,2
0,4,2
0,4,2
7,4,3
7,3,23
0,4,2
7,4,2
7,3,2
0,3,4
7,4,2
0,4,13
7,3,6
0,4,6
0,3,2
7,4,6
0,4,14
0,3,13
7,3,12
0,4,2
0,4,2
7,3,3
7,4,3
0,4,2
0,4,4
7,4,5
0,3,2
7,4,3
7,3,2
0,4,1
