source,destination,holding_time
7,3,2
7,3,6
0,3,5
7,4,2
7,4,4
7,3,14
7,4,34
7,4,67
7,4,3
7,3,12
0,4,5
0,3,12
0,3,17
7,4,3
7,4,3
0,3,2
0,4,3
0,3,48
0,4,78
7,3,4
7,4,29
0,4,60
0,3,78
0,4,63
0,4,69
0,4,75
0,3,15
7,3,73
7,4,13
7,3,11
0,3,37
7,4,35
7,4,15
0,4,6
0,3,4
0,3,65
0,3,11
7,4,52
0,4,62
0,4,2
0,4,3
0,4,24
0,4,2
0,3,2
7,3,29
7,4,20
7,4,3
7,3,3
0,3,11
0,3,4
0,4,6
7,4,2
0,3,3
0,4,6
7,3,3
0,4,2
7,3,4
7,3,6
7,4,23
0,4,7
0,4,40
0,3,39
7,3,3
7,4,37
0,3,10
7,4,8
7,4,34
7,3,7
0,3,32
0,4,31
0,3,7
7,4,2
0,3,4
7,3,27
7,3,4
7,4,4
0,4,24
7,4,23
7,3,22
7,4,4
7,4,6
7,4,8
7,4,13
7,4,3
7,4,2
0,3,15
0,3,14
7,3,13
7,4,2
7,4,3
7,3,10
0,3,9
7,4,8
0,4,7
0,3,2
0,3,5
0,4,2
0,3,3
0,3,2
7,3,1
