source,destination,holding_time
0,3,14
7,3,3
0,3,7
7,4,78
0,3,7
7,4,18
7,3,26
0,4,66
7,4,3
7,4,5
7,3,5
0,4,51
0,3,11
7,4,6
0,3,64
0,3,3
7,3,68
0,3,60
7,3,66
7,4,11
7,3,80
7,3,6
7,4,8
0,3,77
7,3,3
7,4,69
7,4,2
0,3,52
0,4,11
7,4,11
0,4,19
7,4,36
7,3,68
7,4,4
7,3,4
0,4,6
7,3,41
7,3,14
7,4,2
0,3,27
7,3,4
7,4,31
7,3,58
7,3,11
0,4,12
0,4,5
0,3,54
7,3,53
0,4,6
0,4,5
7,3,3
7,4,10
0,3,20
7,4,47
0,4,7
7,4,45
0,3,25
0,4,24
7,3,9
0,3,6
0,3,40
0,3,38
7,3,22
0,4,37
7,4,17
7,4,2
0,4,12
7,4,33
7,4,32
0,3,31
0,4,6
7,3,29
7,4,17
0,3,12
7,4,20
7,4,22
7,3,4
7,4,2
7,4,9
0,3,4
7,4,12
0,4,6
7,3,18
7,4,17
0,3,2
7,4,15
7,4,14
7,4,6
0,3,2
7,4,11
0,3,10
0,3,8
0,3,8
0,4,6
0,3,6
7,3,5
0,4,4
0,4,3
7,4,2
7,4,1
