source,destination,holding_time
0,3,2
7,3,2
7,4,5
7,4,6
7,4,2
0,3,3
7,4,2
7,3,2
0,4,10
0,3,11
0,3,2
7,4,2
7,4,5
0,3,87
7,4,37
7,3,3
7,4,4
0,3,3
0,3,2
7,3,2
0,3,8
7,3,3
7,4,7
7,4,4
7,4,2
0,4,62
0,3,3
0,4,2
0,4,5
0,3,5
7,3,17
0,3,2
7,3,4
0,3,25
0,3,33
7,4,44
7,4,64
0,3,2
0,4,6
0,3,9
0,3,2
0,4,2
7,4,2
0,4,5
0,3,11
0,3,45
0,3,3
7,4,3
0,4,18
7,3,41
0,3,3
7,4,6
7,4,4
0,4,10
7,3,2
7,4,2
0,3,2
0,4,3
0,4,2
0,4,2
7,4,2
7,3,9
0,3,9
7,3,2
0,3,2
0,3,6
0,3,3
7,3,2
7,3,2
0,4,2
0,4,6
0,4,2
0,3,2
7,3,5
0,3,3
0,3,2
7,3,2
0,3,5
7,4,2
0,4,2
0,3,2
7,3,2
7,4,8
7,3,2
0,4,2
7,3,4
7,3,9
0,4,5
0,3,12
0,3,2
7,4,2
0,4,2
7,4,7
7,4,5
7,3,6
0,4,3
0,3,2
0,3,2
7,4,2
0,4,1
